0,291,1,398,21,490,21,511,24,8,527,0.02,0.54,0.2752
0,299,1,398,11,490,12,511,14,2,523,0.00,0.57,0.0712
0,372,1,398,15,490,15,511,18,8,521,0.02,0.55,0.1360
0,378,1,398,15,490,12,511,15,4,522,0.01,0.54,0.2910
0,516,1,398,9,490,5,511,11,3,519,0.01,0.57,0.1235
0,522,1,398,10,490,9,511,11,2,520,0.00,0.61,0.2871
0,544,1,398,12,490,11,511,13,4,520,0.01,0.55,0.2361
0,795,1,398,9,490,6,511,9,2,518,0.00,0.59,0.2553
0,809,1,398,6,490,1,511,6,1,516,0.00,0.62,0.4053
0,1194,1,398,7,490,4,511,7,2,516,0.00,0.58,0.1243
0,1330,1,398,5,490,3,511,5,1,515,0.00,0.61,0.1053
0,1336,1,398,5,490,3,511,5,2,514,0.00,0.58,0.3053
0,1412,1,398,4,490,3,511,4,2,513,0.00,0.59,0.3386
0,1504,1,398,3,490,2,511,3,1,513,0.00,0.60,0.5053
0,1573,1,398,4,490,3,511,4,1,514,0.00,0.61,0.5053
0,1588,1,398,3,490,2,511,3,2,512,0.00,0.55,0.5053
0,1748,1,398,3,490,2,511,3,1,513,0.00,0.60,0.3386
0,1821,1,398,3,490,2,511,3,1,513,0.00,0.59,0.3386
0,2118,1,398,2,490,1,511,2,1,512,0.00,0.57,1.0053
0,2216,1,398,2,490,1,511,2,1,512,0.00,0.56,1.0053
0,2350,1,398,2,490,1,511,2,1,512,0.00,0.60,1.0053
0,2382,1,398,2,490,1,511,2,1,512,0.00,0.59,1.0053
0,2401,1,398,2,490,1,511,2,1,512,0.00,0.59,1.0053
0,7424,0,398,3,490,0,511,3,1,513,0.00,0.59,0.6720
0,7588,0,398,15,490,4,511,15,3,523,0.01,0.57,0.1767
1,0,1,205,398,195,490,239,511,45,705,0.06,0.46,0.0542
1,2,1,205,251,195,243,239,263,36,466,0.08,0.55,0.0839
1,12,1,205,119,195,125,239,142,27,354,0.08,0.53,0.0779
1,13,1,205,97,195,93,239,104,34,309,0.11,0.53,0.1114
1,15,1,205,110,195,120,239,121,39,321,0.12,0.57,0.0817
1,17,1,205,78,195,78,239,81,10,310,0.03,0.73,0.0816
1,94,1,205,101,195,122,239,133,41,331,0.12,0.48,0.1390
1,110,1,205,26,195,26,239,37,10,266,0.04,0.71,0.1945
1,138,1,205,24,195,24,239,27,6,260,0.02,0.74,0.0987
1,187,1,205,39,195,46,239,62,32,269,0.12,0.57,0.1549
1,199,1,205,12,195,4,239,12,6,245,0.02,0.78,0.3216
1,218,1,205,25,195,25,239,29,9,259,0.04,0.73,0.1942
1,250,1,205,16,195,14,239,16,7,248,0.03,0.79,0.1655
1,256,1,205,14,195,11,239,15,5,249,0.02,0.81,0.1489
1,262,1,205,10,195,8,239,11,1,249,0.00,0.87,0.1216
1,267,1,205,15,195,0,239,15,6,248,0.02,0.79,0.1679
1,317,1,205,15,195,14,239,18,10,247,0.04,0.70,0.4443
1,401,1,205,13,195,15,239,17,7,249,0.03,0.80,0.1261
1,419,1,205,6,195,1,239,6,2,243,0.01,0.82,0.3155
1,468,1,205,14,195,0,239,14,9,244,0.04,0.76,0.4005
1,531,1,205,6,195,5,239,7,4,242,0.02,0.82,0.3108
1,561,1,205,6,195,5,239,7,4,242,0.02,0.77,0.4298
1,766,1,205,3,195,0,239,3,1,241,0.00,0.84,0.3822
1,861,1,205,5,195,4,239,5,1,243,0.00,0.86,0.1489
1,1690,1,205,20,195,26,239,34,12,261,0.05,0.68,0.1736
1,5341,1,205,39,195,80,239,91,21,309,0.07,0.67,0.0889
1,7399,1,205,9,195,4,239,10,7,242,0.03,0.79,0.2933
1,7400,1,205,3,195,0,239,3,1,241,0.00,0.83,0.3822
1,7481,0,205,4,195,2,239,4,3,240,0.01,0.84,0.3822
1,7499,0,205,3,195,1,239,3,2,240,0.01,0.86,0.5489
1,7551,0,205,49,195,13,239,49,18,270,0.07,0.64,0.1356
1,7582,0,205,8,195,2,239,8,4,243,0.02,0.76,0.4774
2,28,1,251,86,243,66,263,87,44,306,0.14,0.43,0.1757
2,30,1,251,72,243,53,263,74,26,311,0.08,0.49,0.1885
2,115,1,251,47,243,48,263,50,25,288,0.09,0.51,0.1747
2,161,1,251,25,243,21,263,25,13,275,0.05,0.63,0.1851
2,246,1,251,18,243,17,263,18,8,273,0.03,0.70,0.2475
2,637,1,251,6,243,4,263,8,2,269,0.01,0.77,0.4101
2,885,1,251,6,243,3,263,6,5,264,0.02,0.75,0.5351
2,7524,1,251,13,243,9,263,13,6,270,0.02,0.72,0.3107
2,7603,0,251,73,243,21,263,85,27,321,0.08,0.53,0.1324
3,0,1,201,398,215,490,221,511,34,698,0.05,0.45,0.0322
3,1,1,201,205,215,195,221,239,76,384,0.20,0.43,0.0758
3,25,1,201,138,215,133,221,166,25,362,0.07,0.58,0.0975
3,34,1,201,82,215,27,221,92,9,304,0.03,0.65,0.0952
3,144,1,201,84,215,72,221,100,28,293,0.10,0.46,0.1108
3,210,0,201,28,215,31,221,34,14,241,0.06,0.54,0.2738
3,379,1,201,10,215,10,221,11,5,227,0.02,0.70,0.1542
3,520,1,201,6,215,4,221,6,2,225,0.01,0.72,0.3269
3,625,1,201,5,215,1,221,5,1,225,0.00,0.74,0.2769
3,1024,1,201,6,215,4,221,6,4,223,0.02,0.70,0.5269
3,1321,1,201,11,215,7,221,11,1,231,0.00,0.75,0.1724
3,1633,1,201,2,215,0,221,2,1,222,0.00,0.74,1.0269
3,1690,1,201,20,215,26,221,34,4,251,0.02,0.68,0.1517
3,7326,1,201,9,215,2,221,10,4,227,0.02,0.71,0.1380
3,7400,1,201,3,215,0,221,3,1,223,0.00,0.69,0.3602
3,7551,1,201,49,215,13,221,49,15,255,0.06,0.57,0.1136
3,7588,0,201,15,215,4,221,15,7,229,0.03,0.65,0.1983
4,1,1,146,205,174,195,190,239,27,402,0.07,0.61,0.0941
4,2,1,146,251,174,243,190,263,64,389,0.17,0.40,0.0803
4,45,1,146,50,174,53,190,62,9,243,0.04,0.73,0.0838
4,254,0,146,34,174,35,190,36,6,220,0.03,0.71,0.1658
4,261,1,146,15,174,13,190,16,8,198,0.04,0.61,0.3452
4,313,0,146,18,174,14,190,19,1,208,0.00,0.80,0.1212
4,337,0,146,6,174,4,190,6,5,191,0.03,0.78,0.3785
4,383,0,146,16,174,10,190,16,1,205,0.00,0.80,0.1035
4,415,0,146,13,174,12,190,13,3,200,0.02,0.76,0.2055
4,758,0,146,18,174,19,190,20,12,198,0.06,0.65,0.2189
4,945,0,146,16,174,16,190,17,2,205,0.01,0.82,0.2695
4,978,1,146,5,174,8,190,10,4,196,0.02,0.81,0.2230
4,1175,0,146,7,174,0,190,7,2,195,0.01,0.82,0.0928
4,1358,1,146,3,174,2,190,3,2,191,0.01,0.75,1.0452
4,2335,0,146,43,174,81,190,93,17,266,0.06,0.57,0.1215
4,2407,0,146,5,174,1,190,5,2,193,0.01,0.76,0.6452
4,3132,0,146,8,174,10,190,11,4,197,0.02,0.81,0.1816
4,3515,0,146,9,174,4,190,9,1,198,0.01,0.78,0.1146
4,7405,0,146,4,174,3,190,4,2,192,0.01,0.72,0.5452
4,7422,0,146,3,174,1,190,3,1,192,0.01,0.78,0.3785
4,7432,0,146,3,174,2,190,3,1,192,0.01,0.82,0.7119
4,7456,0,146,1,174,2,190,3,2,191,0.01,0.79,0.8785
4,7478,0,146,1,174,1,190,2,1,191,0.01,0.81,0.5452
4,7484,0,146,2,174,0,190,2,1,191,0.01,0.78,1.0452
4,7502,0,146,4,174,2,190,5,2,193,0.01,0.77,0.3952
4,7509,0,146,3,174,2,190,4,3,191,0.02,0.77,0.7952
4,7513,0,146,9,174,6,190,12,8,194,0.04,0.66,0.3710
4,7515,0,146,5,174,2,190,5,2,193,0.01,0.78,0.5952
4,7520,0,146,6,174,4,190,7,4,193,0.02,0.76,0.3309
4,7521,0,146,4,174,1,190,4,2,192,0.01,0.77,0.6285
4,7522,0,146,4,174,1,190,4,2,192,0.01,0.77,0.6285
4,7531,0,146,4,174,1,190,4,2,192,0.01,0.77,0.6285
4,7543,0,146,3,174,2,190,4,2,192,0.01,0.76,0.5452
4,7549,0,146,30,174,21,190,31,4,217,0.02,0.79,0.1183
4,7558,0,146,4,174,0,190,4,2,192,0.01,0.80,0.8785
4,7562,0,146,5,174,2,190,6,5,191,0.03,0.66,0.8452
4,7567,0,146,6,174,3,190,6,3,193,0.02,0.74,0.5452
4,7574,0,146,6,174,2,190,6,3,193,0.02,0.74,0.5119
4,7577,0,146,6,174,2,190,7,4,193,0.02,0.70,0.4261
4,7584,0,146,7,174,6,190,8,5,193,0.03,0.67,0.7416
5,2,1,139,251,148,243,158,263,60,361,0.17,0.39,0.0877
5,4,1,139,146,148,174,158,190,32,316,0.10,0.46,0.0978
5,38,1,139,53,148,53,158,62,7,213,0.03,0.75,0.1557
5,40,1,139,71,148,0,158,71,18,211,0.09,0.56,0.1691
5,42,1,139,78,148,98,158,109,26,241,0.11,0.42,0.1382
5,137,1,139,22,148,5,158,23,17,164,0.10,0.72,0.1218
5,161,1,139,25,148,21,158,25,9,174,0.05,0.59,0.2026
5,637,1,139,6,148,4,158,8,2,164,0.01,0.73,0.4276
5,641,1,139,6,148,6,158,7,4,161,0.03,0.70,0.3621
5,1068,1,139,1,148,1,158,2,1,159,0.01,0.81,0.5526
5,1177,1,139,3,148,3,158,4,2,160,0.01,0.72,0.7193
5,1559,1,139,4,148,4,158,5,4,159,0.03,0.71,0.6026
5,1864,1,139,3,148,1,158,3,1,160,0.01,0.77,0.3859
5,3228,1,139,1,148,1,158,2,1,159,0.01,0.81,0.5526
5,7550,1,139,5,148,4,158,8,2,164,0.01,0.78,0.2133
5,7551,0,139,49,148,13,158,49,5,202,0.03,0.75,0.1393
5,7586,0,139,5,148,5,158,6,2,162,0.01,0.79,0.4193
5,7603,0,139,73,148,21,158,85,22,221,0.10,0.50,0.1499
6,1,1,195,205,212,195,234,239,49,424,0.12,0.47,0.0847
6,2,1,195,251,212,243,234,263,62,435,0.14,0.41,0.0709
6,5,1,195,139,212,148,234,158,48,344,0.14,0.45,0.0884
6,33,1,195,70,212,70,234,74,17,291,0.06,0.55,0.1713
6,40,1,195,71,212,0,234,71,30,275,0.11,0.51,0.1523
6,144,1,195,84,212,72,234,100,32,302,0.11,0.51,0.1197
6,176,0,195,198,212,202,234,229,77,386,0.20,0.42,0.0827
6,243,0,195,35,212,30,234,40,13,261,0.05,0.52,0.1768
6,329,1,195,17,212,19,234,24,8,250,0.03,0.65,0.1680
6,406,1,195,7,212,0,234,7,2,239,0.01,0.83,0.1310
6,535,0,195,19,212,19,234,21,1,254,0.00,0.81,0.0929
6,595,1,195,10,212,11,234,12,7,239,0.03,0.70,0.2782
6,649,1,195,14,212,11,234,15,6,243,0.02,0.71,0.2882
6,795,1,195,9,212,6,234,9,2,241,0.01,0.81,0.2858
6,809,1,195,6,212,1,234,6,2,238,0.01,0.76,0.4358
6,1316,1,195,4,212,2,234,4,1,237,0.00,0.83,0.2025
6,1521,1,195,4,212,5,234,6,1,239,0.00,0.84,0.1358
6,7397,0,195,8,212,8,234,14,6,242,0.03,0.78,0.2061
6,7416,0,195,4,212,2,234,5,4,235,0.02,0.79,0.6358
6,7424,0,195,3,212,0,234,3,1,236,0.00,0.83,0.7025
6,7482,0,195,5,212,3,234,6,5,235,0.02,0.77,0.5691
6,7483,0,195,5,212,0,234,5,4,235,0.02,0.79,0.6858
6,7503,0,195,4,212,3,234,5,1,238,0.00,0.82,0.1358
6,7504,0,195,4,212,0,234,4,3,235,0.01,0.79,0.7025
6,7505,0,195,5,212,2,234,6,5,235,0.02,0.79,0.4691
6,7506,0,195,4,212,3,234,5,2,237,0.01,0.78,0.2858
6,7512,0,195,7,212,8,234,11,8,237,0.03,0.77,0.2994
6,7515,0,195,5,212,2,234,5,2,237,0.01,0.77,0.5858
6,7534,0,195,4,212,3,234,6,5,235,0.02,0.77,0.6025
6,7539,0,195,4,212,2,234,5,2,237,0.01,0.80,0.2858
6,7553,0,195,4,212,5,234,6,3,237,0.01,0.73,0.4691
6,7557,0,195,6,212,4,234,7,3,238,0.01,0.75,0.2025
6,7566,0,195,3,212,0,234,3,2,235,0.01,0.77,0.5358
6,7567,0,195,6,212,3,234,6,1,239,0.00,0.82,0.5358
6,7573,0,195,3,212,0,234,3,1,236,0.00,0.80,0.3691
6,7585,0,195,6,212,3,234,6,1,239,0.00,0.82,0.1358
6,7590,0,195,17,212,13,234,18,5,247,0.02,0.77,0.1992
7,1,1,134,205,259,195,279,239,40,478,0.08,0.52,0.0747
7,2,1,134,251,259,243,279,263,72,470,0.15,0.39,0.0609
7,4,1,134,146,259,174,279,190,50,419,0.12,0.47,0.0710
7,5,1,134,139,259,148,279,158,52,385,0.14,0.43,0.0784
7,6,1,134,195,259,212,279,234,68,445,0.15,0.41,0.0616
7,23,1,134,87,259,104,279,113,43,349,0.12,0.41,0.1480
7,33,1,134,70,259,70,279,74,27,326,0.08,0.50,0.1613
7,58,1,134,35,259,31,279,38,15,302,0.05,0.62,0.1645
7,77,0,134,55,259,53,279,55,11,323,0.03,0.67,0.0851
7,104,1,134,40,259,41,279,46,16,309,0.05,0.60,0.1611
7,106,0,134,32,259,31,279,34,14,299,0.05,0.59,0.1604
7,117,1,134,36,259,38,279,39,13,305,0.04,0.64,0.2498
7,119,1,134,26,259,27,279,29,7,301,0.02,0.69,0.2068
7,127,1,134,33,259,36,279,37,10,306,0.03,0.68,0.1144
7,129,0,134,44,259,44,279,54,5,328,0.02,0.71,0.0642
7,146,0,134,11,259,9,279,13,2,290,0.01,0.77,0.0963
7,147,0,134,30,259,29,279,32,3,308,0.01,0.76,0.1458
7,188,0,134,16,259,13,279,16,6,289,0.02,0.73,0.2216
7,203,0,134,20,259,18,279,21,8,292,0.03,0.65,0.1639
7,213,0,134,23,259,21,279,24,6,297,0.02,0.66,0.1273
7,224,0,134,18,259,19,279,20,3,296,0.01,0.74,0.0837
7,228,0,134,16,259,16,279,18,7,290,0.02,0.72,0.1696
7,241,0,134,18,259,14,279,20,11,288,0.04,0.54,0.3495
7,267,0,134,15,259,0,279,15,2,292,0.01,0.74,0.1449
7,303,0,134,16,259,23,279,26,4,301,0.01,0.76,0.2104
7,308,0,134,23,259,23,279,24,4,299,0.01,0.69,0.1744
7,316,0,134,12,259,3,279,12,2,289,0.01,0.79,0.0561
7,318,0,134,16,259,16,279,18,10,287,0.04,0.60,0.2252
7,330,0,134,16,259,17,279,18,8,289,0.03,0.62,0.2807
7,334,1,134,9,259,6,279,10,4,285,0.01,0.73,0.4480
7,346,0,134,18,259,17,279,18,6,291,0.02,0.63,0.2513
7,359,0,134,20,259,25,279,27,10,296,0.03,0.67,0.1697
7,371,0,134,11,259,11,279,12,4,287,0.01,0.71,0.2152
7,381,0,134,19,259,16,279,19,1,297,0.00,0.77,0.1077
7,392,0,134,17,259,16,279,17,7,289,0.02,0.66,0.1471
7,394,0,134,17,259,17,279,18,5,292,0.02,0.72,0.1761
7,400,0,134,14,259,14,279,16,2,293,0.01,0.78,0.0925
7,426,0,134,9,259,8,279,10,1,288,0.00,0.80,0.1369
7,451,0,134,15,259,15,279,16,6,289,0.02,0.73,0.2091
7,456,0,134,10,259,9,279,10,1,288,0.00,0.80,0.2147
7,491,0,134,10,259,9,279,10,7,282,0.03,0.58,0.6480
7,518,0,134,15,259,14,279,15,3,291,0.01,0.76,0.1639
7,526,0,134,3,259,2,279,3,2,280,0.01,0.80,0.3591
7,527,1,134,7,259,8,279,9,3,285,0.01,0.75,0.3036
