7,244,1,63,25,18,1,81,26,0,17,0.10630104463437796,0.20970670595002688,0.0045863467983771385
7,542,0,63,68,18,2,81,70,0,18,0.08841921631776703,0.20970670595002688,0.012528280278288017
7,772,1,63,15,18,4,81,19,0,20,0.11216699155295645,0.20970670595002688,0.13892707536112148
7,774,1,63,18,18,1,81,19,0,17,0.1589506172839506,0.20970670595002688,0.0033515611218909863
7,776,1,63,16,18,100,81,116,2,114,0.10166259462861162,0.20970670595002688,0.27180301589081873
7,778,1,63,10,18,4,81,14,0,20,0.2895977479310813,0.20970670595002688,0.19147303506786767
7,779,1,63,41,18,17,81,58,0,33,0.1258794335775582,0.20970670595002688,0.21090747323815526
7,780,1,63,148,18,9,81,157,0,25,0.07094909297669383,0.20970670595002688,0.19204253321545867
7,781,1,63,14,18,1,81,15,0,17,0.2097442680776014,0.20970670595002688,0.0026459693067560418
7,782,1,63,2,18,7,81,9,0,23,0.1589506172839506,0.20970670595002688,0.1829778667708413
7,783,1,63,3,18,12,81,15,0,28,0.19069664902998235,0.20970670595002688,0.20300055776618006
7,787,1,63,97,18,3,81,100,0,19,0.08400112233445567,0.20970670595002688,0.2001190189296025
7,788,1,63,3,18,1,81,4,0,17,0.5478395061728395,0.20970670595002688,0.0007055918151349444
7,790,1,63,60,18,1,81,61,0,17,0.09592693786682857,0.20970670595002688,0.010760275180807903
7,791,0,63,1,18,1,81,2,0,17,1.0478395061728396,0.20970670595002688,0.0003527959075674722
7,795,0,63,115,18,3,81,118,0,19,0.07362539636550935,0.20970670595002688,0.19520617417567904
7,797,0,63,4,18,1,81,5,0,17,0.2478395061728395,0.20970670595002688,0.0008819897689186806
13,1249,1,14,26,3,5,17,31,0,6,0.08622707147375079,0.15893769898045443,0.1910807118989035
13,1256,1,14,0,3,8,17,8,0,9,0.14390756302521007,0.15893769898045443,0.18273944162942846
35,180,1,191,16,13,135,204,151,1,145,0.04372855422141453,0.2680553703419641,0.2899427872213941
35,182,1,191,15,13,15,204,30,1,25,0.0713512991403458,0.2680553703419641,0.20535772349465128
35,183,1,191,5,13,55,204,60,1,65,0.0862353825223836,0.2680553703419641,0.2601792392169428
35,184,1,191,2,13,2,204,4,0,13,0.34951221868057564,0.2680553703419641,0.16256122060664993
35,186,1,191,0,13,2,204,2,1,12,1.0161788853472424,0.2680553703419641,0.14004015328168548
35,187,1,191,2,13,3,204,5,1,13,0.41617888534724234,0.2680553703419641,0.1721352131486833
35,188,1,191,1,13,1,204,2,0,12,1.0161788853472424,0.2680553703419641,0.0003527959075674722
35,189,1,191,2,13,4,204,6,0,15,0.21617888534724236,0.2680553703419641,0.1808810797237617
35,190,1,191,3,13,8,204,11,0,19,0.17981524898360599,0.2680553703419641,0.1929760252779954
35,191,1,191,550,13,188,204,738,1,198,0.0242096847868514,0.2680553703419641,0.4727009355683772
35,192,1,191,7,13,34,204,41,0,45,0.09300815363992528,0.2680553703419641,0.23842532056343219
35,194,1,191,21,13,24,204,45,0,35,0.09698696615532316,0.2680553703419641,0.23890571691699916
37,191,1,44,550,4,188,48,738,0,190,0.06033576397861614,0.2154145313031697,0.4727009355683772
37,1417,0,44,242,4,121,48,363,0,123,0.08023367403476832,0.2154145313031697,0.34123545936391414
37,8416,1,44,0,4,1,48,1,0,3,0.05230496453900709,0.2154145313031697,0.0001763979537837361
96,182,1,20,15,15,15,35,30,0,28,0.15097073312083453,0.21956648385041927,0.20535772349465128
96,324,1,20,34,15,34,35,68,2,45,0.15988962749278818,0.21956648385041927,0.2432181549660572
96,542,1,20,68,15,2,35,70,0,15,0.13637802947265865,0.21956648385041927,0.012528280278288017
96,911,0,20,494,15,3,35,497,0,16,0.1092905631130235,0.21956648385041927,0.23567959509432174
96,927,1,20,37,15,25,35,62,2,36,0.15661270325158091,0.21956648385041927,0.22525831397114188
96,1264,1,20,36,15,20,35,56,2,31,0.1522918258212376,0.21956648385041927,0.22618703835935272
96,1417,0,20,242,15,121,35,363,2,132,0.12372702882349233,0.21956648385041927,0.34123545936391414
96,2358,1,20,101,15,80,35,181,1,92,0.1199849368845144,0.21956648385041927,0.27541474552199846
96,3069,1,20,38,15,22,35,60,2,33,0.14721074870626216,0.21956648385041927,0.21144142318214393
96,3642,1,20,66,15,64,35,130,3,74,0.1287142406157454,0.21956648385041927,0.24833798209939498
96,3970,1,20,51,15,7,35,58,1,19,0.13875052743420418,0.21956648385041927,0.18144725705635392
96,5468,1,20,20,15,19,35,39,0,32,0.15382800893636808,0.21956648385041927,0.20790727266227368
