105653,105654,1,-1,0,7,6,6,6,5,6,2.0,0.0032318879612173446,0.0029625639644492324
105653,210737,1,-1,1,7,5,6,6,4,6,2.0,0.0032318879612173446,0.00269323996768112
105653,210738,1,-1,2,7,4,6,6,3,6,2.0,0.0032318879612173446,0.0024239159709130084
105653,210739,1,-1,3,7,3,6,6,2,6,2.0,0.0032318879612173446,0.0021545919741448962
105653,211813,1,-1,4,7,2,6,6,1,6,2.0,0.0032318879612173446,0.0018852679773767843
105653,211814,1,-1,5,7,1,6,6,0,6,2.0,0.0032318879612173446,0.0016159439806086723
105654,210737,1,0,1,6,5,6,6,4,5,2.0,0.0029625639644492324,0.00269323996768112
105654,210738,0,0,2,6,4,6,6,3,5,2.0,0.0029625639644492324,0.0024239159709130084
105654,210739,0,0,3,6,3,6,6,2,5,2.0,0.0029625639644492324,0.0021545919741448962
105654,211813,0,0,4,6,2,6,6,1,5,2.0,0.0029625639644492324,0.0018852679773767843
105654,211814,1,0,5,6,1,6,6,0,5,2.0,0.0029625639644492324,0.0016159439806086723
210737,210738,1,1,2,5,4,6,6,3,4,2.0,0.00269323996768112,0.0024239159709130084
210737,210739,1,1,3,5,3,6,6,2,4,2.0,0.00269323996768112,0.0021545919741448962
210737,211813,1,1,4,5,2,6,6,1,4,2.0,0.00269323996768112,0.0018852679773767843
210737,211814,1,1,5,5,1,6,6,0,4,2.0,0.00269323996768112,0.0016159439806086723
210738,210739,1,2,3,4,3,6,6,2,3,2.0,0.0024239159709130084,0.0021545919741448962
210738,211813,1,2,4,4,2,6,6,1,3,2.0,0.0024239159709130084,0.0018852679773767843
210738,211814,1,2,5,4,1,6,6,0,3,2.0,0.0024239159709130084,0.0016159439806086723
210739,211813,1,3,4,3,2,6,6,1,2,2.0,0.0021545919741448962,0.0018852679773767843
210739,211814,1,3,5,3,1,6,6,0,2,2.0,0.0021545919741448962,0.0016159439806086723
211813,211814,1,4,5,2,1,6,6,0,1,2.0,0.0018852679773767843,0.0016159439806086723
53599,69449,0,-1,0,19,18,18,18,17,18,2.0,0.009695663883652034,0.009426339886883923
53599,115973,1,-1,1,19,17,18,18,16,18,2.0,0.009695663883652034,0.009157015890115808
53599,135447,0,-1,2,19,16,18,18,15,18,2.0,0.009695663883652034,0.008887691893347698
53599,198973,0,-1,3,19,15,18,18,14,18,2.0,0.009695663883652034,0.008618367896579585
53599,231501,1,-1,4,19,14,18,18,13,18,2.0,0.009695663883652034,0.008349043899811472
53599,258663,1,-1,5,19,13,18,18,12,18,2.0,0.009695663883652034,0.008079719903043361
53599,258664,1,-1,6,19,12,18,18,11,18,2.0,0.009695663883652034,0.007810395906275249
53599,258878,0,-1,7,19,11,18,18,10,18,2.0,0.009695663883652034,0.007541071909507137
53599,258879,0,-1,8,19,10,18,18,9,18,2.0,0.009695663883652034,0.007271747912739025
53599,258880,0,-1,9,19,9,18,18,8,18,2.0,0.009695663883652034,0.007002423915970913
53599,258881,0,-1,10,19,8,18,18,7,18,2.0,0.009695663883652034,0.006733099919202801
53599,258882,0,-1,11,19,7,18,18,6,18,2.0,0.009695663883652034,0.006463775922434689
53599,258883,0,-1,12,19,6,18,18,5,18,2.0,0.009695663883652034,0.0061944519256665765
53599,268226,0,-1,13,19,5,18,18,4,18,2.0,0.009695663883652034,0.005925127928898465
53599,273534,0,-1,14,19,4,18,18,3,18,2.0,0.009695663883652034,0.005655803932130353
53599,278033,0,-1,15,19,3,18,18,2,18,2.0,0.009695663883652034,0.005386479935362241
53599,278127,1,-1,16,19,2,18,18,1,18,2.0,0.009695663883652034,0.005117155938594129
53599,284825,0,-1,17,19,1,18,18,0,18,2.0,0.009695663883652034,0.004847831941826017
69449,115973,0,0,1,18,17,18,18,16,17,2.0,0.009426339886883923,0.009157015890115808
69449,135447,1,0,2,18,16,18,18,15,17,2.0,0.009426339886883923,0.008887691893347698
69449,198973,1,0,3,18,15,18,18,14,17,2.0,0.009426339886883923,0.008618367896579585
69449,231501,0,0,4,18,14,18,18,13,17,2.0,0.009426339886883923,0.008349043899811472
69449,258663,0,0,5,18,13,18,18,12,17,2.0,0.009426339886883923,0.008079719903043361
69449,258664,0,0,6,18,12,18,18,11,17,2.0,0.009426339886883923,0.007810395906275249
69449,258878,1,0,7,18,11,18,18,10,17,2.0,0.009426339886883923,0.007541071909507137
69449,258879,0,0,8,18,10,18,18,9,17,2.0,0.009426339886883923,0.007271747912739025
69449,258880,0,0,9,18,9,18,18,8,17,2.0,0.009426339886883923,0.007002423915970913
69449,258881,0,0,10,18,8,18,18,7,17,2.0,0.009426339886883923,0.006733099919202801
69449,258882,0,0,11,18,7,18,18,6,17,2.0,0.009426339886883923,0.006463775922434689
69449,258883,0,0,12,18,6,18,18,5,17,2.0,0.009426339886883923,0.0061944519256665765
69449,268226,1,0,13,18,5,18,18,4,17,2.0,0.009426339886883923,0.005925127928898465
69449,273534,0,0,14,18,4,18,18,3,17,2.0,0.009426339886883923,0.005655803932130353
69449,278033,1,0,15,18,3,18,18,2,17,2.0,0.009426339886883923,0.005386479935362241
69449,278127,0,0,16,18,2,18,18,1,17,2.0,0.009426339886883923,0.005117155938594129
69449,284825,0,0,17,18,1,18,18,0,17,2.0,0.009426339886883923,0.004847831941826017
115973,135447,0,1,2,17,16,18,18,15,16,2.0,0.009157015890115808,0.008887691893347698
115973,198973,0,1,3,17,15,18,18,14,16,2.0,0.009157015890115808,0.008618367896579585
115973,231501,1,1,4,17,14,18,18,13,16,2.0,0.009157015890115808,0.008349043899811472
115973,258663,1,1,5,17,13,18,18,12,16,2.0,0.009157015890115808,0.008079719903043361
115973,258664,1,1,6,17,12,18,18,11,16,2.0,0.009157015890115808,0.007810395906275249
115973,258878,0,1,7,17,11,18,18,10,16,2.0,0.009157015890115808,0.007541071909507137
115973,258879,0,1,8,17,10,18,18,9,16,2.0,0.009157015890115808,0.007271747912739025
115973,258880,0,1,9,17,9,18,18,8,16,2.0,0.009157015890115808,0.007002423915970913
115973,258881,0,1,10,17,8,18,18,7,16,2.0,0.009157015890115808,0.006733099919202801
115973,258882,0,1,11,17,7,18,18,6,16,2.0,0.009157015890115808,0.006463775922434689
115973,258883,0,1,12,17,6,18,18,5,16,2.0,0.009157015890115808,0.0061944519256665765
115973,268226,0,1,13,17,5,18,18,4,16,2.0,0.009157015890115808,0.005925127928898465
115973,273534,0,1,14,17,4,18,18,3,16,2.0,0.009157015890115808,0.005655803932130353
115973,278033,0,1,15,17,3,18,18,2,16,2.0,0.009157015890115808,0.005386479935362241
115973,278127,1,1,16,17,2,18,18,1,16,2.0,0.009157015890115808,0.005117155938594129
115973,284825,0,1,17,17,1,18,18,0,16,2.0,0.009157015890115808,0.004847831941826017
135447,198973,1,2,3,16,15,18,18,14,15,2.0,0.008887691893347698,0.008618367896579585
135447,231501,0,2,4,16,14,18,18,13,15,2.0,0.008887691893347698,0.008349043899811472
135447,258663,0,2,5,16,13,18,18,12,15,2.0,0.008887691893347698,0.008079719903043361
135447,258664,0,2,6,16,12,18,18,11,15,2.0,0.008887691893347698,0.007810395906275249
135447,258878,1,2,7,16,11,18,18,10,15,2.0,0.008887691893347698,0.007541071909507137
135447,258879,0,2,8,16,10,18,18,9,15,2.0,0.008887691893347698,0.007271747912739025
135447,258880,0,2,9,16,9,18,18,8,15,2.0,0.008887691893347698,0.007002423915970913
135447,258881,0,2,10,16,8,18,18,7,15,2.0,0.008887691893347698,0.006733099919202801
135447,258882,0,2,11,16,7,18,18,6,15,2.0,0.008887691893347698,0.006463775922434689
135447,258883,0,2,12,16,6,18,18,5,15,2.0,0.008887691893347698,0.0061944519256665765
135447,268226,1,2,13,16,5,18,18,4,15,2.0,0.008887691893347698,0.005925127928898465
135447,273534,0,2,14,16,4,18,18,3,15,2.0,0.008887691893347698,0.005655803932130353
135447,278033,1,2,15,16,3,18,18,2,15,2.0,0.008887691893347698,0.005386479935362241
135447,278127,0,2,16,16,2,18,18,1,15,2.0,0.008887691893347698,0.005117155938594129
135447,284825,0,2,17,16,1,18,18,0,15,2.0,0.008887691893347698,0.004847831941826017
198973,231501,0,3,4,15,14,18,18,13,14,2.0,0.008618367896579585,0.008349043899811472
198973,258663,0,3,5,15,13,18,18,12,14,2.0,0.008618367896579585,0.008079719903043361
198973,258664,0,3,6,15,12,18,18,11,14,2.0,0.008618367896579585,0.007810395906275249
198973,258878,0,3,7,15,11,18,18,10,14,2.0,0.008618367896579585,0.007541071909507137
198973,258879,0,3,8,15,10,18,18,9,14,2.0,0.008618367896579585,0.007271747912739025
198973,258880,0,3,9,15,9,18,18,8,14,2.0,0.008618367896579585,0.007002423915970913
198973,258881,0,3,10,15,8,18,18,7,14,2.0,0.008618367896579585,0.006733099919202801
198973,258882,0,3,11,15,7,18,18,6,14,2.0,0.008618367896579585,0.006463775922434689
198973,258883,0,3,12,15,6,18,18,5,14,2.0,0.008618367896579585,0.0061944519256665765
198973,268226,1,3,13,15,5,18,18,4,14,2.0,0.008618367896579585,0.005925127928898465
198973,273534,0,3,14,15,4,18,18,3,14,2.0,0.008618367896579585,0.005655803932130353
